driver_id,rate_pre,km_pre,trips_pre,rate_post,km_post,trips_post,delta,ratio
04618512580e479ca2447d2d6e3e5a01,1.9622893194588023,39.74949016259862,10,1.1010485558994243,39.053681846822975,7,-0.861240763559378,0.5611040864265074
06fc09066ff54ee0b0298ef00f80d42d,1.4805837394295904,41.87537546770986,8,0.8720674051117052,12.613703866836971,3,-0.6085163343178852,0.5890024197129693
0f67d8169e91426a88b8a32e5eb5dce0,1.150305502626651,19.125354047046084,5,0.9709149215395088,31.928647209217434,7,-0.17939058108714234,0.844049619272867
17dec2934ccd42d7b02d4264290dec04,1.4674370105919643,53.83536017544725,9,1.256290232348772,44.57568685804544,9,-0.2111467782431924,0.8561118625745879
1e1f0a5baf04452ba71ce31f721700a7,2.018472718111035,18.330691154758846,4,1.7133375660700063,25.097214262704746,5,-0.3051351520410288,0.8488286964182572
24f36baf8aab424092875a3c5518c34c,1.43773587479351,17.38845113229893,4,0.8687772068538259,26.47399105150535,8,-0.5689586679396842,0.6042676002493164
27efe841acc44f5099a1160226e06ccb,1.371480028074294,34.99868683279127,7,0.9944450080602627,39.21785486768377,7,-0.37703502001403133,0.7250889460319526
348ab9962ece4e55b0ce9aa04adaf71b,1.9255136651400782,35.315251836996495,7,1.002338759711557,21.94866734110027,6,-0.9231749054285212,0.5205565547822992
3851f86078c147048498bac873d32bb9,2.3908264052833417,28.442048259853138,7,1.1304167270243697,25.654255909975415,6,-1.260409678258972,0.4728142221142993
39db2e32f4444b148643a4108c7fc103,1.7978640765733869,18.91132952876049,4,1.2976952564574522,30.823877794849203,9,-0.5001688201159347,0.721798312434595
3e5ec44cde6d4304ab58443d90368274,1.3484162155757786,28.922820379571643,8,1.5176372513221215,29.65135440685665,38,0.16922103574634284,1.1254961441368345
3e7365e2a1894d95b115a245ed9af0ec,1.402904925212049,47.7580474598968,10,1.0723628603096638,38.23332709243635,9,-0.33054206490238514,0.7643874086104419
3ff40565ba464936b28420c370651622,1.3262170025846658,39.209269598155615,10,1.2562377399218558,21.492747066872496,5,-0.06997926266280996,0.9472339273841104
40eac30faba0435da0d7213f8cfc9c32,1.249648334185276,14.404052330238432,5,1.215891687333156,23.850808671623035,5,-0.03375664685211999,0.9729870829027047
43b16573fdbc466184844ca9d858b626,1.0584610463209625,32.12210795869951,8,1.1499749760780729,16.522098650179736,4,0.09151392975711037,1.086459421511257
446b1e2317304addbacd77c47114dac3,0.9785415224850066,15.3289356203378,4,0.8930665786272496,50.38818054211635,9,-0.085474943857757,0.912650672563497
54767952a9c2411ab0d1686941ebbd26,1.7491115921246851,33.731409857235796,8,1.199093332426915,23.35097631085077,5,-0.5500182596977701,0.6855442144605247
58a1c1708edb4a75be19901e378e0285,0.8221292469165359,43.78873532965893,9,1.4363059428680327,16.70953192052977,4,0.6141766959514968,1.747056132907347
5952789bad7b454e96bce0fed9c90344,1.2954115594086832,30.106262150233043,7,0.6326175562505837,15.807338732848791,7,-0.6627940031580996,0.4883525638287146
61766dd5d46f40f499602f7f5fb97620,1.3206175722206144,27.259973483062254,5,0.7849300570111294,16.56198521623905,4,-0.535687515209485,0.5943659038939425
63abe8bd8a454c878093476d92bbefc4,1.3506186406087408,40.722079753919886,10,1.023206350455419,16.614439494470954,5,-0.32741229015332185,0.7575834655993249
6651a7b1ae6342e0bca120ed8da2207e,0.8338209032186004,17.989474648691427,4,1.1468599777481616,45.34119335309009,9,0.31303907452956126,1.375427233019958
6900c77cf75e4db28adbac15140e3931,1.2884418672753468,43.4633501303575,8,1.5710150244904144,24.824714844882095,5,0.2825731572150676,1.2193138583835543
6d3af7163bb74225818446ad551185a6,1.761048728269357,37.4776682442288,7,1.054426989106698,37.93529605486263,9,-0.706621739162659,0.5987494679621498
7c9d6a121cef4c908c451171d246a97d,1.2928417607842666,44.86241221417222,10,0.7776496393342169,23.14667054357623,4,-0.5151921214500497,0.6015041151381724
80be0493a84549a69b4069f25939d72b,1.6761567671397102,18.49469011952872,4,1.1172504305426048,29.536797747281415,9,-0.5589063365971054,0.6665548547998555
8c8b69c30829410ba97add4d99084ca2,1.7327363211480782,24.816239767807843,6,1.425436836172653,30.166191099323964,7,-0.30729948497542514,0.8226507511703718
8d3cc8f598564bd5b108ae140e61e94d,1.291996039369707,23.993881602859386,6,1.3592774384886368,31.634454293459875,9,0.06728139911892983,1.0520755459527202
8d7f675ff2624ffb9465426c5eb78be3,1.295083826568723,48.64549977966769,9,1.0286997031496117,16.52571683257068,3,-0.26638412341911133,0.7943112886175976
9aafce90055a47a18e0c79089469f85a,0.8301218388238921,15.66035176043346,5,1.1924475656256988,28.512784109009928,7,0.36232572680180664,1.436472948736231
a3b15fad27184a99ae226cc8dba8efcb,1.57577610106802,29.826572422404823,7,1.051462751563744,30.43379325840058,7,-0.524313349504276,0.6672665938080226
a4df00ef510a44b59fcf6e1910eb6fd2,1.0525126135890475,39.90450989160198,9,0.9227456384985753,29.260501348922592,6,-0.1297669750904722,0.8767074394975949
b32c79530f6049bd94d61b63a5412020,1.516612168502074,40.22122548327462,9,0.9155727243923434,18.567612978294797,5,-0.6010394441097305,0.6036960162970573
b52a27b2f0da4fefa31d352987994498,1.485144899596584,42.42010326205406,7,0.7208071531814579,40.2326750948592,9,-0.764337746415126,0.4853446646029312
